,goals_for,goals_against,team,game_id,date
0,0,2,Leicester City,131,18Nov
1,2,2,Leicester City,131,07Nov
2,2,2,Leicester City,131,04Nov
3,2,0,Leicester City,131,29Oct
4,3,1,Leicester City,131,24Oct
5,1,3,Tottenham Hotspur,131,21Nov
6,1,2,Tottenham Hotspur,131,21Nov
7,2,0,Tottenham Hotspur,131,18Nov
8,1,0,Tottenham Hotspur,131,05Nov
9,3,2,Tottenham Hotspur,131,01Nov
10,2,0,Watford,132,19Nov
11,3,2,Watford,132,05Nov
12,0,1,Watford,132,28Oct
13,4,2,Watford,132,21Oct
14,2,1,Watford,132,14Oct
15,2,1,Manchester United,132,22Nov
16,1,0,Manchester United,132,22Nov
17,4,1,Manchester United,132,18Nov
18,1,0,Manchester United,132,05Nov
19,1,1,Manchester United,132,31Oct
20,0,4,West Bromwich Albion,133,18Nov
21,,,West Bromwich Albion,133,07Nov
22,1,0,West Bromwich Albion,133,04Nov
23,2,3,West Bromwich Albion,133,28Oct
24,1,0,West Bromwich Albion,133,21Oct
25,4,1,Newcastle United,133,18Nov
26,,,Newcastle United,133,07Nov
27,0,1,Newcastle United,133,04Nov
28,1,0,Newcastle United,133,30Oct
29,1,0,Newcastle United,133,21Oct
30,1,0,Arsenal,134,23Nov
31,2,0,Arsenal,134,18Nov
32,3,1,Arsenal,134,05Nov
33,0,0,Arsenal,134,02Nov
34,2,1,Arsenal,134,28Oct
35,4,0,Huddersfield Town,134,18Nov
36,1,0,Huddersfield Town,134,04Nov
37,3,0,Huddersfield Town,134,28Oct
38,2,1,Huddersfield Town,134,21Oct
39,2,0,Huddersfield Town,134,14Oct
40,4,0,Bournemouth,135,18Nov
41,0,1,Bournemouth,135,04Nov
42,0,1,Bournemouth,135,28Oct
43,3,1,Bournemouth,135,24Oct
44,1,2,Bournemouth,135,21Oct
45,2,0,Burnley,135,18Nov
46,0,1,Burnley,135,04Nov
47,1,0,Burnley,135,30Oct
48,3,0,Burnley,135,21Oct
49,1,1,Burnley,135,14Oct
50,1,1,Chelsea,136,25Nov
51,1,3,Chelsea,136,22Nov
52,0,4,Chelsea,136,22Nov
53,0,4,Chelsea,136,18Nov
54,1,0,Chelsea,136,05Nov
55,2,0,Swansea City,136,18Nov
56,0,1,Swansea City,136,04Nov
57,,,Swansea City,136,31Oct
58,2,1,Swansea City,136,28Oct
59,0,2,Swansea City,136,24Oct
60,1,5,Everton,137,23Nov
61,2,2,Everton,137,18Nov
62,3,2,Everton,137,05Nov
63,3,0,Everton,137,02Nov
64,,,Everton,137,31Oct
65,1,1,West Ham United,137,24Nov
66,2,0,West Ham United,137,19Nov
67,1,4,West Ham United,137,04Nov
68,2,2,West Ham United,137,28Oct
69,2,3,West Ham United,137,25Oct
70,0,0,Manchester City,138,21Nov
71,1,0,Manchester City,138,21Nov
72,0,2,Manchester City,138,18Nov
73,3,1,Manchester City,138,05Nov
74,3,5,Manchester City,138,01Nov
75,3,0,Southampton,138,18Nov
76,,,Southampton,138,07Nov
77,0,1,Southampton,138,04Nov
78,1,1,Southampton,138,29Oct
79,1,0,Southampton,138,21Oct
80,2,2,Stoke City,139,20Nov
81,,,Stoke City,139,07Nov
82,2,2,Stoke City,139,04Nov
83,0,1,Stoke City,139,28Oct
84,1,2,Stoke City,139,21Oct
85,0,4,Liverpool,139,21Nov
86,3,3,Liverpool,139,21Nov
87,3,0,Liverpool,139,18Nov
88,1,4,Liverpool,139,04Nov
89,3,0,Liverpool,139,01Nov
90,,,Chelsea,140,28Nov
91,1,1,Chelsea,140,25Nov
92,1,3,Chelsea,140,22Nov
93,0,4,Chelsea,140,22Nov
94,0,4,Chelsea,140,18Nov
95,0,3,Newcastle United,140,25Nov
96,4,1,Newcastle United,140,18Nov
97,,,Newcastle United,140,07Nov
98,0,1,Newcastle United,140,04Nov
99,1,0,Newcastle United,140,30Oct
100,1,0,Brighton & Hove Albion,141,25Nov
101,2,2,Brighton & Hove Albion,141,20Nov
102,,,Brighton & Hove Albion,141,07Nov
103,0,1,Brighton & Hove Albion,141,04Nov
104,1,1,Brighton & Hove Albion,141,29Oct
105,1,1,Liverpool,141,25Nov
106,0,4,Liverpool,141,21Nov
107,3,3,Liverpool,141,21Nov
108,3,0,Liverpool,141,18Nov
109,1,4,Liverpool,141,04Nov
110,4,1,Everton,142,26Nov
111,1,5,Everton,142,23Nov
112,2,2,Everton,142,18Nov
113,3,2,Everton,142,05Nov
114,3,0,Everton,142,02Nov
115,1,2,Huddersfield Town,142,26Nov
116,4,0,Huddersfield Town,142,18Nov
117,1,0,Huddersfield Town,142,04Nov
118,3,0,Huddersfield Town,142,28Oct
119,2,1,Huddersfield Town,142,21Oct
120,1,1,Leicester City,143,24Nov
121,0,2,Leicester City,143,18Nov
122,2,2,Leicester City,143,07Nov
123,2,2,Leicester City,143,04Nov
124,2,0,Leicester City,143,29Oct
125,0,1,Burnley,143,26Nov
126,2,0,Burnley,143,18Nov
127,0,1,Burnley,143,04Nov
128,1,0,Burnley,143,30Oct
129,3,0,Burnley,143,21Oct
130,2,1,Stoke City,144,25Nov
131,2,2,Stoke City,144,20Nov
132,,,Stoke City,144,07Nov
133,2,2,Stoke City,144,04Nov
134,0,1,Stoke City,144,28Oct
135,0,0,Swansea City,144,25Nov
136,2,0,Swansea City,144,18Nov
137,0,1,Swansea City,144,04Nov
138,,,Swansea City,144,31Oct
139,2,1,Swansea City,144,28Oct
140,0,3,Watford,145,25Nov
141,2,0,Watford,145,19Nov
142,3,2,Watford,145,05Nov
143,0,1,Watford,145,28Oct
144,4,2,Watford,145,21Oct
145,,,Tottenham Hotspur,145,28Nov
146,1,1,Tottenham Hotspur,145,25Nov
147,1,3,Tottenham Hotspur,145,21Nov
148,1,2,Tottenham Hotspur,145,21Nov
149,2,0,Tottenham Hotspur,145,18Nov
150,1,1,West Bromwich Albion,146,25Nov
151,0,4,West Bromwich Albion,146,18Nov
152,,,West Bromwich Albion,146,07Nov
153,1,0,West Bromwich Albion,146,04Nov
154,2,3,West Bromwich Albion,146,28Oct
155,2,1,Crystal Palace,146,25Nov
156,2,2,Crystal Palace,146,18Nov
157,1,0,Crystal Palace,146,05Nov
158,2,2,Crystal Palace,146,28Oct
159,4,1,Crystal Palace,146,24Oct
160,0,1,Arsenal,147,26Nov
161,1,0,Arsenal,147,23Nov
162,2,0,Arsenal,147,18Nov
163,3,1,Arsenal,147,05Nov
164,0,0,Arsenal,147,02Nov
165,1,0,Manchester United,147,25Nov
166,2,1,Manchester United,147,22Nov
167,1,0,Manchester United,147,22Nov
168,4,1,Manchester United,147,18Nov
169,1,0,Manchester United,147,05Nov
170,0,0,Bournemouth,148,25Nov
171,4,0,Bournemouth,148,18Nov
172,0,1,Bournemouth,148,04Nov
173,0,1,Bournemouth,148,28Oct
174,3,1,Bournemouth,148,24Oct
175,4,1,Southampton,148,26Nov
176,3,0,Southampton,148,18Nov
177,,,Southampton,148,07Nov
178,0,1,Southampton,148,04Nov
179,1,1,Southampton,148,29Oct
180,2,1,Manchester City,149,29Nov
181,1,2,Manchester City,149,26Nov
182,0,0,Manchester City,149,21Nov
183,1,0,Manchester City,149,21Nov
184,0,2,Manchester City,149,18Nov
185,,,West Ham United,149,28Nov
186,1,1,West Ham United,149,24Nov
187,2,0,West Ham United,149,19Nov
188,1,4,West Ham United,149,04Nov
189,2,2,West Ham United,149,28Oct
190,2,1,West Ham United,150,03Dec
191,4,0,West Ham United,150,29Nov
192,,,West Ham United,150,28Nov
193,1,1,West Ham United,150,24Nov
194,2,0,West Ham United,150,19Nov
195,4,2,Chelsea,150,05Dec
196,1,1,Chelsea,150,05Dec
197,3,1,Chelsea,150,02Dec
198,1,0,Chelsea,150,29Nov
199,,,Chelsea,150,28Nov
200,1,2,Burnley,151,29Nov
201,0,1,Burnley,151,26Nov
202,2,0,Burnley,151,18Nov
203,0,1,Burnley,151,04Nov
204,1,0,Burnley,151,30Oct
205,2,4,Watford,151,28Nov
206,0,3,Watford,151,25Nov
207,2,0,Watford,151,19Nov
208,3,2,Watford,151,05Nov
209,0,1,Watford,151,28Oct
210,0,0,Crystal Palace,152,28Nov
211,2,1,Crystal Palace,152,25Nov
212,2,2,Crystal Palace,152,18Nov
213,1,0,Crystal Palace,152,05Nov
214,2,2,Crystal Palace,152,28Oct
215,1,2,Bournemouth,152,29Nov
216,0,0,Bournemouth,152,25Nov
217,4,0,Bournemouth,152,18Nov
218,0,1,Bournemouth,152,04Nov
219,0,1,Bournemouth,152,28Oct
220,5,0,Huddersfield Town,153,29Nov
221,1,2,Huddersfield Town,153,26Nov
222,4,0,Huddersfield Town,153,18Nov
223,1,0,Huddersfield Town,153,04Nov
224,3,0,Huddersfield Town,153,28Oct
225,0,0,Brighton & Hove Albion,153,28Nov
226,1,0,Brighton & Hove Albion,153,25Nov
227,2,2,Brighton & Hove Albion,153,20Nov
228,,,Brighton & Hove Albion,153,07Nov
229,0,1,Brighton & Hove Albion,153,04Nov
230,2,1,Swansea City,154,02Dec
231,1,0,Swansea City,154,29Nov
232,0,0,Swansea City,154,25Nov
233,2,0,Swansea City,154,18Nov
234,0,1,Swansea City,154,04Nov
235,2,2,West Bromwich Albion,154,28Nov
236,1,1,West Bromwich Albion,154,25Nov
237,0,4,West Bromwich Albion,154,18Nov
238,,,West Bromwich Albion,154,07Nov
239,1,0,West Bromwich Albion,154,04Nov
240,3,0,Tottenham Hotspur,155,06Dec
241,1,1,Tottenham Hotspur,155,02Dec
242,2,1,Tottenham Hotspur,155,28Nov
243,,,Tottenham Hotspur,155,28Nov
244,1,1,Tottenham Hotspur,155,25Nov
245,0,3,Stoke City,155,29Nov
246,2,1,Stoke City,155,25Nov
247,2,2,Stoke City,155,20Nov
248,,,Stoke City,155,07Nov
249,2,2,Stoke City,155,04Nov
250,2,2,Newcastle United,156,28Nov
251,0,3,Newcastle United,156,25Nov
252,4,1,Newcastle United,156,18Nov
253,,,Newcastle United,156,07Nov
254,0,1,Newcastle United,156,04Nov
255,1,0,Leicester City,156,02Dec
256,2,1,Leicester City,156,28Nov
257,1,1,Leicester City,156,24Nov
258,0,2,Leicester City,156,18Nov
259,2,2,Leicester City,156,07Nov
260,2,1,Southampton,157,29Nov
261,4,1,Southampton,157,26Nov
262,3,0,Southampton,157,18Nov
263,,,Southampton,157,07Nov
264,0,1,Southampton,157,04Nov
265,1,3,Arsenal,157,02Dec
266,5,0,Arsenal,157,29Nov
267,0,1,Arsenal,157,26Nov
268,1,0,Arsenal,157,23Nov
269,2,0,Arsenal,157,18Nov
270,7,0,Liverpool,158,06Dec
271,1,5,Liverpool,158,02Dec
272,0,3,Liverpool,158,29Nov
273,1,1,Liverpool,158,25Nov
274,0,4,Liverpool,158,21Nov
275,2,0,Everton,158,02Dec
276,4,0,Everton,158,29Nov
277,4,1,Everton,158,26Nov
278,1,5,Everton,158,23Nov
279,2,2,Everton,158,18Nov
280,2,1,Manchester United,159,05Dec
281,1,3,Manchester United,159,02Dec
282,2,4,Manchester United,159,28Nov
283,1,0,Manchester United,159,25Nov
284,2,1,Manchester United,159,22Nov
285,2,1,Manchester City,159,06Dec
286,2,1,Manchester City,159,03Dec
287,,,Manchester City,159,29Nov
288,2,1,Manchester City,159,29Nov
289,1,2,Manchester City,159,26Nov
290,1,0,Burnley,160,02Dec
291,1,2,Burnley,160,29Nov
292,0,1,Burnley,160,26Nov
293,2,0,Burnley,160,18Nov
294,0,1,Burnley,160,04Nov
295,2,1,Stoke City,160,02Dec
296,0,3,Stoke City,160,29Nov
297,2,1,Stoke City,160,25Nov
298,2,2,Stoke City,160,20Nov
299,,,Stoke City,160,07Nov
300,2,0,Huddersfield Town,161,02Dec
301,5,0,Huddersfield Town,161,29Nov
302,1,2,Huddersfield Town,161,26Nov
303,4,0,Huddersfield Town,161,18Nov
304,1,0,Huddersfield Town,161,04Nov
305,0,4,Chelsea,161,06Dec
306,4,2,Chelsea,161,05Dec
307,1,1,Chelsea,161,05Dec
308,3,1,Chelsea,161,02Dec
309,1,0,Chelsea,161,29Nov
310,0,0,Crystal Palace,162,02Dec
311,0,0,Crystal Palace,162,28Nov
312,2,1,Crystal Palace,162,25Nov
313,2,2,Crystal Palace,162,18Nov
314,1,0,Crystal Palace,162,05Nov
315,1,1,Watford,162,02Dec
316,2,4,Watford,162,28Nov
317,0,3,Watford,162,25Nov
318,2,0,Watford,162,19Nov
319,3,2,Watford,162,05Nov
320,2,3,Swansea City,163,05Dec
321,2,1,Swansea City,163,02Dec
322,1,0,Swansea City,163,29Nov
323,0,0,Swansea City,163,25Nov
324,2,0,Swansea City,163,18Nov
325,2,1,Manchester City,163,06Dec
326,2,1,Manchester City,163,06Dec
327,2,1,Manchester City,163,03Dec
328,,,Manchester City,163,29Nov
329,2,1,Manchester City,163,29Nov
330,3,1,Newcastle United,164,02Dec
331,2,2,Newcastle United,164,28Nov
332,0,3,Newcastle United,164,25Nov
333,4,1,Newcastle United,164,18Nov
334,,,Newcastle United,164,07Nov
335,0,3,Everton,164,07Dec
336,2,0,Everton,164,02Dec
337,4,0,Everton,164,29Nov
338,4,1,Everton,164,26Nov
339,1,5,Everton,164,23Nov
340,1,1,Southampton,165,03Dec
341,2,1,Southampton,165,29Nov
342,4,1,Southampton,165,26Nov
343,3,0,Southampton,165,18Nov
344,,,Southampton,165,07Nov
345,1,2,Leicester City,165,05Dec
346,1,0,Leicester City,165,02Dec
347,2,1,Leicester City,165,28Nov
348,1,1,Leicester City,165,24Nov
349,0,2,Leicester City,165,18Nov
350,4,0,West Ham United,166,05Dec
351,2,1,West Ham United,166,03Dec
352,4,0,West Ham United,166,29Nov
353,,,West Ham United,166,28Nov
354,1,1,West Ham United,166,24Nov
355,6,0,Arsenal,166,07Dec
356,1,3,Arsenal,166,02Dec
357,5,0,Arsenal,166,29Nov
358,0,1,Arsenal,166,26Nov
359,1,0,Arsenal,166,23Nov
360,1,0,Manchester United,167,05Dec
361,2,1,Manchester United,167,05Dec
362,1,3,Manchester United,167,02Dec
363,2,4,Manchester United,167,28Nov
364,1,0,Manchester United,167,25Nov
365,1,1,Bournemouth,167,03Dec
366,1,2,Bournemouth,167,29Nov
367,0,0,Bournemouth,167,25Nov
368,4,0,Bournemouth,167,18Nov
369,0,1,Bournemouth,167,04Nov
370,2,0,Liverpool,168,06Dec
371,7,0,Liverpool,168,06Dec
372,1,5,Liverpool,168,02Dec
373,0,3,Liverpool,168,29Nov
374,1,1,Liverpool,168,25Nov
375,0,0,West Bromwich Albion,168,02Dec
376,2,2,West Bromwich Albion,168,28Nov
377,1,1,West Bromwich Albion,168,25Nov
378,0,4,West Bromwich Albion,168,18Nov
379,,,West Bromwich Albion,168,07Nov
380,4,1,Tottenham Hotspur,169,06Dec
381,3,0,Tottenham Hotspur,169,06Dec
382,1,1,Tottenham Hotspur,169,02Dec
383,2,1,Tottenham Hotspur,169,28Nov
384,,,Tottenham Hotspur,169,28Nov
385,1,5,Brighton & Hove Albion,169,02Dec
386,0,0,Brighton & Hove Albion,169,28Nov
387,1,0,Brighton & Hove Albion,169,25Nov
388,2,2,Brighton & Hove Albion,169,20Nov
389,,,Brighton & Hove Albion,169,07Nov
390,2,3,Leicester City,170,09Dec
391,1,2,Leicester City,170,05Dec
392,1,0,Leicester City,170,02Dec
393,2,1,Leicester City,170,28Nov
394,1,1,Leicester City,170,24Nov
395,2,2,Crystal Palace,170,09Dec
396,0,0,Crystal Palace,170,02Dec
397,0,0,Crystal Palace,170,28Nov
398,2,1,Crystal Palace,170,25Nov
399,2,2,Crystal Palace,170,18Nov
400,1,1,Arsenal,171,10Dec
401,6,0,Arsenal,171,07Dec
402,1,3,Arsenal,171,02Dec
403,5,0,Arsenal,171,29Nov
404,0,1,Arsenal,171,26Nov
405,2,3,Newcastle United,171,09Dec
406,3,1,Newcastle United,171,02Dec
407,2,2,Newcastle United,171,28Nov
408,0,3,Newcastle United,171,25Nov
409,4,1,Newcastle United,171,18Nov
410,2,0,Brighton & Hove Albion,172,09Dec
411,1,5,Brighton & Hove Albion,172,02Dec
412,0,0,Brighton & Hove Albion,172,28Nov
413,1,0,Brighton & Hove Albion,172,25Nov
414,2,2,Brighton & Hove Albion,172,20Nov
415,1,0,Burnley,172,09Dec
416,1,0,Burnley,172,02Dec
417,1,2,Burnley,172,29Nov
418,0,1,Burnley,172,26Nov
419,2,0,Burnley,172,18Nov
