,game_id,away,home,temp,weather_desc,date,home market value,home age,away market value,away age,FTAG,FTHG
756,888,Real Sociedad,Atletico Madrid,0C,Cloudy,02/12/17,"526,500,000",24.4,"148,590,000",25.2,1,2
757,954,Espanyol de Barcelona,Legans,13C,Cloudy,28/01/18,"48,240,000",27.3,"76,910,000",26.4,2,3
758,1058,Espanyol de Barcelona,Valencia,12C,Sunny,08/04/18,"207,810,000",23.3,"76,910,000",26.4,0,1
759,976,Espanyol de Barcelona,Celta Vigo,10C,Cloudy,11/02/18,"103,190,000",23.5,"76,910,000",26.4,2,2
760,1083,Espanyol de Barcelona,Girona,15C,Sunny,22/04/18,"32,040,000",24.4,"76,910,000",26.4,2,0
761,762,Espanyol de Barcelona,Sevilla,23C,Clear,19/08/17,"242,510,000",25.5,"76,910,000",26.4,1,1
762,782,Espanyol de Barcelona,Barcelona,18C,Cloudy,09/09/17,"653,130,000",25.4,"76,910,000",26.4,0,5
763,1015,Espanyol de Barcelona,Levante,13C,Cloudy,04/03/18,"53,420,000",24.3,"76,910,000",26.4,1,1
764,934,Espanyol de Barcelona,Malaga,7C,Cloudy,08/01/18,"79,580,000",24.8,"76,910,000",26.4,1,0
765,844,Espanyol de Barcelona,Real Sociedad,9C,Cloudy,23/10/17,"148,590,000",25.2,"76,910,000",26.4,1,1
766,1034,Espanyol de Barcelona,Real Betis,15C,Rain,17/03/18,"86,900,000",24.9,"76,910,000",26.4,0,3
767,859,Espanyol de Barcelona,Deportivo Alaves,4C,Cloudy,04/11/17,"58,370,000",24.1,"76,910,000",26.4,0,1
768,912,Espanyol de Barcelona,Las Palmas,16C,Breezy,17/12/17,"110,700,000",25.9,"76,910,000",26.4,2,2
769,893,Espanyol de Barcelona,Eibar,0C,Cloudy,03/12/17,"64,580,000",25.9,"76,910,000",26.4,1,3
770,1068,Espanyol de Barcelona,Getafe,15C,Cloudy,15/04/18,"23,880,000",25.6,"76,910,000",26.4,0,1
771,825,Espanyol de Barcelona,Real Madrid,18C,Cloudy,01/10/17,"644,580,000",23.5,"76,910,000",26.4,0,2
772,803,Espanyol de Barcelona,Villarreal,18C,Cloudy,21/09/17,"177,030,000",24.4,"76,910,000",26.4,0,0
773,1104,Espanyol de Barcelona,Atletico Madrid,14C,Cloudy,06/05/18,"526,500,000",24.4,"76,910,000",26.4,2,0
774,972,Eibar,Legans,8C,Cloudy,10/02/18,"48,240,000",27.3,"64,580,000",25.9,1,0
775,1095,Eibar,Valencia,21C,Breezy,29/04/18,"207,810,000",23.3,"64,580,000",25.9,0,0
776,991,Eibar,Celta Vigo,4C,Clear,24/02/18,"103,190,000",23.5,"64,580,000",25.9,0,2
777,1099,Eibar,Girona,17C,Cloudy,05/05/18,"32,040,000",24.4,"64,580,000",25.9,4,1
778,781,Eibar,Sevilla,17C,Cloudy,09/09/17,"242,510,000",25.5,"64,580,000",25.9,0,3
779,799,Eibar,Barcelona,16C,Showers,19/09/17,"653,130,000",25.4,"64,580,000",25.9,1,6
780,1030,Eibar,Levante,11C,Clear,16/03/18,"53,420,000",24.3,"64,580,000",25.9,1,2
781,767,Eibar,Malaga,25C,Cloudy,21/08/17,"79,580,000",24.8,"64,580,000",25.9,1,0
782,863,Eibar,Real Sociedad,11C,Showers,05/11/17,"148,590,000",25.2,"64,580,000",25.9,1,3
783,1053,Eibar,Real Betis,18C,Breezy,07/04/18,"86,900,000",24.9,"64,580,000",25.9,0,2
784,877,Eibar,Deportivo Alaves,7C,Cloudy,25/11/17,"58,370,000",24.1,"64,580,000",25.9,2,1
785,927,Eibar,Las Palmas,16C,Breezy,06/01/18,"110,700,000",25.9,"64,580,000",25.9,2,1
786,1073,Eibar,Espanyol de Barcelona,22C,Sunny,18/04/18,"76,910,000",26.4,"64,580,000",25.9,1,0
787,897,Eibar,Getafe,8C,Cloudy,09/12/17,"23,880,000",25.6,"64,580,000",25.9,0,0
788,843,Eibar,Real Madrid,10C,Clear,22/10/17,"644,580,000",23.5,"64,580,000",25.9,0,3
789,824,Eibar,Villarreal,23C,Cloudy,01/10/17,"177,030,000",24.4,"64,580,000",25.9,0,3
790,1128,Eibar,Atletico Madrid,21C,Cloudy,20/05/18,"526,500,000",24.4,"64,580,000",25.9,2,2
791,989,Real Madrid,Legans,1C,Sunny,21/02/18,"48,240,000",27.3,"644,580,000",23.5,3,1
792,951,Real Madrid,Valencia,9C,Cloudy,27/01/18,"207,810,000",23.3,"644,580,000",23.5,4,1
793,933,Real Madrid,Celta Vigo,3C,Clear,07/01/18,"103,190,000",23.5,"644,580,000",23.5,2,2
794,851,Real Madrid,Girona,8C,Clear,29/10/17,"32,040,000",24.4,"644,580,000",23.5,1,2
795,1109,Real Madrid,Sevilla,17C,Cloudy,09/05/18,"242,510,000",25.5,"644,580,000",23.5,2,3
796,1106,Real Madrid,Barcelona,14C,Cloudy,06/05/18,"653,130,000",25.4,"644,580,000",23.5,2,2
797,963,Real Madrid,Levante,3C,Clear,03/02/18,"53,420,000",24.3,"644,580,000",23.5,2,2
798,1069,Real Madrid,Malaga,13C,Clear,15/04/18,"79,580,000",24.8,"644,580,000",23.5,2,1
799,796,Real Madrid,Real Sociedad,11C,Cloudy,17/09/17,"148,590,000",25.2,"644,580,000",23.5,3,1
800,987,Real Madrid,Real Betis,7C,Cloudy,18/02/18,"86,900,000",24.9,"644,580,000",23.5,5,3
801,807,Real Madrid,Deportivo Alaves,10C,Cloudy,23/09/17,"58,370,000",24.1,"644,580,000",23.5,2,1
802,1042,Real Madrid,Las Palmas,15C,Cloudy,31/03/18,"110,700,000",25.9,"644,580,000",23.5,3,0
803,1021,Real Madrid,Eibar,13C,Cloudy,10/03/18,"64,580,000",25.9,"644,580,000",23.5,2,1
804,1000,Real Madrid,Espanyol de Barcelona,1C,Cloudy,27/02/18,"76,910,000",26.4,"644,580,000",23.5,0,1
805,828,Real Madrid,Getafe,10C,Clear,14/10/17,"23,880,000",25.6,"644,580,000",23.5,2,1
806,1125,Real Madrid,Villarreal,23C,Sunny,19/05/18,"177,030,000",24.4,"644,580,000",23.5,2,2
807,870,Real Madrid,Atletico Madrid,6C,Clear,18/11/17,"526,500,000",24.4,"644,580,000",23.5,0,0
808,993,Las Palmas,Legans,11C,Sunny,24/02/18,"48,240,000",27.3,"110,700,000",25.9,0,0
809,759,Las Palmas,Valencia,25C,Cloudy,18/08/17,"207,810,000",23.3,"110,700,000",25.9,0,1
810,1019,Las Palmas,Celta Vigo,7C,Rain,05/03/18,"103,190,000",23.5,"110,700,000",25.9,1,2
811,936,Las Palmas,Girona,10C,Cloudy,13/01/18,"32,040,000",24.4,"110,700,000",25.9,0,6
812,802,Las Palmas,Sevilla,15C,Clear,20/09/17,"242,510,000",25.5,"110,700,000",25.9,0,1
813,822,Las Palmas,Barcelona,18C,Cloudy,01/10/17,"653,130,000",25.4,"110,700,000",25.9,0,3
814,1055,Las Palmas,Levante,15C,Clear,08/04/18,"53,420,000",24.3,"110,700,000",25.9,1,2
815,787,Las Palmas,Malaga,17C,Cloudy,11/09/17,"79,580,000",24.8,"110,700,000",25.9,3,1
816,882,Las Palmas,Real Sociedad,12C,Cloudy,26/11/17,"148,590,000",25.2,"110,700,000",25.9,2,2
817,1079,Las Palmas,Real Betis,21C,Cloudy,19/04/18,"86,900,000",24.9,"110,700,000",25.9,0,1
818,896,Las Palmas,Deportivo Alaves,3C,Cloudy,08/12/17,"58,370,000",24.1,"110,700,000",25.9,0,2
819,1113,Las Palmas,Eibar,8C,Showers,12/05/18,"64,580,000",25.9,"110,700,000",25.9,0,1
820,1089,Las Palmas,Espanyol de Barcelona,20C,Cloudy,28/04/18,"76,910,000",26.4,"110,700,000",25.9,1,1
821,916,Las Palmas,Getafe,11C,Clear,20/12/17,"23,880,000",25.6,"110,700,000",25.9,0,2
822,865,Las Palmas,Real Madrid,12C,Cloudy,05/11/17,"644,580,000",23.5,"110,700,000",25.9,0,3
823,840,Las Palmas,Villarreal,17C,Cloudy,22/10/17,"177,030,000",24.4,"110,700,000",25.9,0,4
824,955,Las Palmas,Atletico Madrid,6C,Clear,28/01/18,"526,500,000",24.4,"110,700,000",25.9,0,3
825,1013,Malaga,Legans,10C,Cloudy,03/03/18,"48,240,000",27.3,"79,580,000",24.8,0,2
826,798,Malaga,Valencia,18C,Sunny,19/09/17,"207,810,000",23.3,"79,580,000",24.8,0,5
827,1037,Malaga,Celta Vigo,10C,Cloudy,18/03/18,"103,190,000",23.5,"79,580,000",24.8,0,0
828,771,Malaga,Girona,21C,Cloudy,26/08/17,"32,040,000",24.4,"79,580,000",24.8,0,1
829,818,Malaga,Sevilla,18C,Clear,30/09/17,"242,510,000",25.5,"79,580,000",24.8,0,2
830,839,Malaga,Barcelona,15C,Clear,21/10/17,"653,130,000",25.4,"79,580,000",24.8,0,2
831,1078,Malaga,Levante,16C,Cloudy,19/04/18,"53,420,000",24.3,"79,580,000",24.8,0,1
832,901,Malaga,Real Sociedad,14C,Cloudy,10/12/17,"148,590,000",25.2,"79,580,000",24.8,2,0
833,1097,Malaga,Real Betis,17C,Cloudy,30/04/18,"86,900,000",24.9,"79,580,000",24.8,1,2
834,919,Malaga,Deportivo Alaves,5C,Cloudy,21/12/17,"58,370,000",24.1,"79,580,000",24.8,0,1
835,968,Malaga,Las Palmas,13C,Showers,05/02/18,"110,700,000",25.9,"79,580,000",24.8,0,1
836,948,Malaga,Eibar,7C,Cloudy,22/01/18,"64,580,000",25.9,"79,580,000",24.8,1,1
837,1118,Malaga,Espanyol de Barcelona,11C,Cloudy,13/05/18,"76,910,000",26.4,"79,580,000",24.8,1,4
838,935,Malaga,Getafe,7C,Cloudy,12/01/18,"23,880,000",25.6,"79,580,000",24.8,0,1
839,878,Malaga,Real Madrid,8C,Cloudy,25/11/17,"644,580,000",23.5,"79,580,000",24.8,2,3
840,864,Malaga,Villarreal,11C,Cloudy,05/11/17,"177,030,000",24.4,"79,580,000",24.8,0,2
841,792,Malaga,Atletico Madrid,11C,Cloudy,16/09/17,"526,500,000",24.4,"79,580,000",24.8,0,1
842,1035,Sevilla,Legans,7C,Cloudy,18/03/18,"48,240,000",27.3,"242,510,000",25.5,1,2
843,838,Sevilla,Valencia,15C,Clear,21/10/17,"207,810,000",23.3,"242,510,000",25.5,0,4
844,1052,Sevilla,Celta Vigo,9C,Showers,07/04/18,"103,190,000",23.5,"242,510,000",25.5,0,4
845,794,Sevilla,Girona,8C,Cloudy,17/09/17,"32,040,000",24.4,"242,510,000",25.5,1,0
846,860,Sevilla,Barcelona,16C,Cloudy,04/11/17,"653,130,000",25.4,"242,510,000",25.5,1,2
847,1088,Sevilla,Levante,.A7471EscuderoRoger70freekick86Geis80BanegaCampaa7776Nolito74Sarabia73Escudero,".A67Coke6666Geistechnique90Banega87J.Navas85Vzquez85NolitoCampaa8483SarabiaheaderCoke8481Mercado76VzquezLuna,",27/04/18,"53,420,000",24.3,"242,510,000",25.5,1,2
848,1004,Sevilla,Malaga,15C,Cloudy,28/02/18,"79,580,000",24.8,"242,510,000",25.5,1,0
849,917,Sevilla,Real Sociedad,5C,Cloudy,20/12/17,"148,590,000",25.2,"242,510,000",25.5,1,3
850,1116,Sevilla,Real Betis,24C,Sunny,12/05/18,"86,900,000",24.9,"242,510,000",25.5,2,2
851,980,Sevilla,Las Palmas,15C,Cloudy,17/02/18,"110,700,000",25.9,"242,510,000",25.5,2,1
852,960,Sevilla,Eibar,1C,Cloudy,03/02/18,"64,580,000",25.9,"242,510,000",25.5,1,5
853,940,Sevilla,Espanyol de Barcelona,5C,Clear,20/01/18,"76,910,000",26.4,"242,510,000",25.5,3,0
854,776,Sevilla,Getafe,18C,Showers,27/08/17,"23,880,000",25.6,"242,510,000",25.5,1,0
855,898,Sevilla,Real Madrid,7C,Cloudy,09/12/17,"644,580,000",23.5,"242,510,000",25.5,0,5
856,883,Sevilla,Villarreal,11C,Clear,26/11/17,"177,030,000",24.4,"242,510,000",25.5,3,2
857,806,Sevilla,Atletico Madrid,17C,Clear,23/09/17,"526,500,000",24.4,"242,510,000",25.5,0,2
858,1045,Valencia,Legans,4C,Cloudy,01/04/18,"48,240,000",27.3,"207,810,000",23.3,1,0
859,1082,Valencia,Celta Vigo,16C,Cloudy,21/04/18,"103,190,000",23.5,"207,810,000",23.3,1,1
860,1115,Valencia,Girona,20C,Breezy,12/05/18,"32,040,000",24.4,"207,810,000",23.3,1,0
861,1022,Valencia,Sevilla,16C,Cloudy,10/03/18,"242,510,000",25.5,"207,810,000",23.3,2,0
862,1062,Valencia,Barcelona,12C,Cloudy,14/04/18,"653,130,000",25.4,"207,810,000",23.3,1,2
863,789,Valencia,Levante,15C,Cloudy,16/09/17,"53,420,000",24.3,"207,810,000",23.3,1,1
864,983,Valencia,Malaga,10C,Clear,17/02/18,"79,580,000",24.8,"207,810,000",23.3,2,1
865,814,Valencia,Real Sociedad,14C,Cloudy,24/09/17,"148,590,000",25.2,"207,810,000",23.3,3,2
866,834,Valencia,Real Betis,17C,Clear,15/10/17,"86,900,000",24.9,"207,810,000",23.3,6,3
867,846,Valencia,Deportivo Alaves,13C,Cloudy,28/10/17,"58,370,000",24.1,"207,810,000",23.3,2,1
868,943,Valencia,Las Palmas,16C,Cloudy,20/01/18,"110,700,000",25.9,"207,810,000",23.3,1,2
869,908,Valencia,Eibar,3C,Showers,16/12/17,"64,580,000",25.9,"207,810,000",23.3,1,2
870,872,Valencia,Espanyol de Barcelona,6C,Cloudy,19/11/17,"76,910,000",26.4,"207,810,000",23.3,2,0
871,892,Valencia,Getafe,-2C,Clear,03/12/17,"23,880,000",25.6,"207,810,000",23.3,0,1
872,777,Valencia,Real Madrid,23C,Thunderstorms,27/08/17,"644,580,000",23.5,"207,810,000",23.3,2,2
873,1102,Valencia,Villarreal,19C,Cloudy,05/05/18,"177,030,000",24.4,"207,810,000",23.3,0,1
874,967,Valencia,Atletico Madrid,5C,Snow,04/02/18,"526,500,000",24.4,"207,810,000",23.3,0,1
875,1064,Celta Vigo,Legans,16C,Cloudy,14/04/18,"48,240,000",27.3,"103,190,000",23.5,0,1
876,900,Celta Vigo,Valencia,11C,Cloudy,09/12/17,"207,810,000",23.3,"103,190,000",23.5,1,2
877,1001,Celta Vigo,Girona,2C,Cloudy,27/02/18,"32,040,000",24.4,"103,190,000",23.5,0,1
878,869,Celta Vigo,Sevilla,6C,Clear,18/11/17,"242,510,000",25.5,"103,190,000",23.5,1,2
879,887,Celta Vigo,Barcelona,0C,Sunny,02/12/17,"653,130,000",25.4,"103,190,000",23.5,2,2
880,853,Celta Vigo,Malaga,15C,Cloudy,29/10/17,"79,580,000",24.8,"103,190,000",23.5,1,2
881,946,Celta Vigo,Real Sociedad,13C,Windy,21/01/18,"148,590,000",25.2,"103,190,000",23.5,2,1
882,769,Celta Vigo,Real Betis,22C,Cloudy,25/08/17,"86,900,000",24.9,"103,190,000",23.5,1,2
883,962,Celta Vigo,Deportivo Alaves,5C,Rain,03/02/18,"58,370,000",24.1,"103,190,000",23.5,1,2
884,835,Celta Vigo,Las Palmas,22C,Cloudy,16/10/17,"110,700,000",25.9,"103,190,000",23.5,5,2
885,813,Celta Vigo,Eibar,10C,Cloudy,24/09/17,"64,580,000",25.9,"103,190,000",23.5,4,0
886,797,Celta Vigo,Espanyol de Barcelona,17C,Cloudy,18/09/17,"76,910,000",26.4,"103,190,000",23.5,1,2
887,988,Celta Vigo,Getafe,5C,Cloudy,19/02/18,"23,880,000",25.6,"103,190,000",23.5,0,3
888,1117,Celta Vigo,Real Madrid,14C,Cloudy,12/05/18,"644,580,000",23.5,"103,190,000",23.5,0,6
889,1092,Celta Vigo,Villarreal,16C,Cloudy,28/04/18,"177,030,000",24.4,"103,190,000",23.5,1,4
890,1026,Celta Vigo,Atletico Madrid,10C,Showers,11/03/18,"526,500,000",24.4,"103,190,000",23.5,0,3
891,1107,Levante,Legans,22C,Cloudy,07/05/18,"48,240,000",27.3,"53,420,000",24.3,3,0
892,977,Levante,Valencia,4C,Cloudy,11/02/18,"207,810,000",23.3,"53,420,000",24.3,1,3
893,1120,Levante,Celta Vigo,20C,Sunny,19/05/18,"103,190,000",23.5,"53,420,000",24.3,2,4
894,1040,Levante,Girona,12C,Cloudy,31/03/18,"32,040,000",24.4,"53,420,000",24.3,1,1
895,906,Levante,Sevilla,13C,Cloudy,15/12/17,"242,510,000",25.5,"53,420,000",24.3,0,0
896,930,Levante,Barcelona,13C,Cloudy,07/01/18,"653,130,000",25.4,"53,420,000",24.3,0,3
897,886,Levante,Malaga,10C,Sunny,01/12/17,"79,580,000",24.8,"53,420,000",24.3,0,0
898,984,Levante,Real Sociedad,9C,Cloudy,18/02/18,"148,590,000",25.2,"53,420,000",24.3,0,3
899,815,Levante,Real Betis,15C,Cloudy,25/09/17,"86,900,000",24.9,"53,420,000",24.3,0,4
900,1009,Levante,Deportivo Alaves,4C,Cloudy,01/03/18,"58,370,000",24.1,"53,420,000",24.3,0,1
901,873,Levante,Las Palmas,18C,Cloudy,19/11/17,"110,700,000",25.9,"53,420,000",24.3,2,0
902,852,Levante,Eibar,5C,Cloudy,29/10/17,"64,580,000",25.9,"53,420,000",24.3,2,2
903,826,Levante,Espanyol de Barcelona,17C,Cloudy,13/10/17,"76,910,000",26.4,"53,420,000",24.3,0,0
904,1023,Levante,Getafe,12C,Cloudy,10/03/18,"23,880,000",25.6,"53,420,000",24.3,1,0
905,779,Levante,Real Madrid,21C,Cloudy,09/09/17,"644,580,000",23.5,"53,420,000",24.3,1,1
906,942,Levante,Villarreal,13C,Cloudy,20/01/18,"177,030,000",24.4,"53,420,000",24.3,1,2
907,1067,Levante,Atletico Madrid,16C,Cloudy,15/04/18,"526,500,000",24.4,"53,420,000",24.3,0,3
908,1121,Real Betis,Legans,11C,Cloudy,19/05/18,"48,240,000",27.3,"86,900,000",24.9,2,3
909,1018,Real Betis,Valencia,13C,Cloudy,04/03/18,"207,810,000",23.3,"86,900,000",24.9,0,2
910,958,Real Betis,Celta Vigo,10C,Clear,29/01/18,"103,190,000",23.5,"86,900,000",24.9,2,3
911,1060,Real Betis,Girona,12C,Cloudy,13/04/18,"32,040,000",24.4,"86,900,000",24.9,1,0
912,928,Real Betis,Sevilla,9C,Cloudy,06/01/18,"242,510,000",25.5,"86,900,000",24.9,5,3
913,764,Real Betis,Barcelona,23C,Cloudy,20/08/17,"653,130,000",25.4,"86,900,000",24.9,0,2
914,999,Real Betis,Levante,6C,Clear,26/02/18,"53,420,000",24.3,"86,900,000",24.9,2,0
915,914,Real Betis,Malaga,5C,Cloudy,18/12/17,"79,580,000",24.8,"86,900,000",24.9,2,0
916,821,Real Betis,Real Sociedad,13C,Cloudy,01/10/17,"148,590,000",25.2,"86,900,000",24.9,4,4
917,1029,Real Betis,Deportivo Alaves,7C,Cloudy,12/03/18,"58,370,000",24.1,"86,900,000",24.9,3,1
918,894,Real Betis,Las Palmas,18C,Cloudy,03/12/17,"110,700,000",25.9,"86,900,000",24.9,0,1
919,875,Real Betis,Eibar,0C,Cloudy,20/11/17,"64,580,000",25.9,"86,900,000",24.9,0,5
920,855,Real Betis,Espanyol de Barcelona,11C,Cloudy,30/10/17,"76,910,000",26.4,"86,900,000",24.9,0,1
921,1049,Real Betis,Getafe,12C,Cloudy,02/04/18,"23,880,000",25.6,"86,900,000",24.9,1,0
922,801,Real Betis,Real Madrid,16C,Cloudy,20/09/17,"644,580,000",23.5,"86,900,000",24.9,1,0
923,786,Real Betis,Villarreal,12C,Clear,10/09/17,"177,030,000",24.4,"86,900,000",24.9,1,3
924,1086,Real Betis,Atletico Madrid,11C,Cloudy,22/04/18,"526,500,000",24.4,"86,900,000",24.9,0,0
925,857,Legans,Valencia,15C,Cloudy,04/11/17,"207,810,000",23.3,"48,240,000",27.3,0,3
926,876,Legans,Celta Vigo,13C,Showers,24/11/17,"103,190,000",23.5,"48,240,000",27.3,0,1
927,979,Legans,Girona,5C,Cloudy,16/02/18,"32,040,000",24.4,"48,240,000",27.3,0,3
928,849,Legans,Sevilla,12C,Sunny,28/10/17,"242,510,000",25.5,"48,240,000",27.3,1,2
929,1054,Legans,Barcelona,13C,Cloudy,07/04/18,"653,130,000",25.4,"48,240,000",27.3,1,3
930,915,Legans,Levante,13C,Cloudy,19/12/17,"53,420,000",24.3,"48,240,000",27.3,0,0
931,833,Legans,Malaga,15C,Clear,15/10/17,"79,580,000",24.8,"48,240,000",27.3,2,0
932,1110,Legans,Real Sociedad,11C,Showers,12/05/18,"148,590,000",25.2,"48,240,000",27.3,2,3
933,938,Legans,Real Betis,3C,Clear,15/01/18,"86,900,000",24.9,"48,240,000",27.3,2,3
934,944,Legans,Deportivo Alaves,8C,Cloudy,21/01/18,"58,370,000",24.1,"48,240,000",27.3,2,2
935,812,Legans,Las Palmas,20C,Cloudy,24/09/17,"110,700,000",25.9,"48,240,000",27.3,2,0
936,788,Legans,Eibar,8C,Clear,15/09/17,"64,580,000",25.9,"48,240,000",27.3,0,1
937,775,Legans,Espanyol de Barcelona,28C,Cloudy,27/08/17,"76,910,000",26.4,"48,240,000",27.3,1,0
938,964,Legans,Getafe,1C,Showers,04/02/18,"23,880,000",25.6,"48,240,000",27.3,0,0
939,1091,Legans,Real Madrid,17C,Sunny,28/04/18,"644,580,000",23.5,"48,240,000",27.3,1,2
940,1072,Legans,Villarreal,20C,Sunny,17/04/18,"177,030,000",24.4,"48,240,000",27.3,1,2
941,1005,Legans,Atletico Madrid,4C,Rain,28/02/18,"526,500,000",24.4,"48,240,000",27.3,0,4
942,926,Girona,Valencia,6C,Cloudy,06/01/18,"207,810,000",23.3,"32,040,000",24.4,1,2
943,816,Girona,Celta Vigo,15C,Cloudy,29/09/17,"103,190,000",23.5,"32,040,000",24.4,3,3
944,974,Girona,Sevilla,6C,Sunny,11/02/18,"242,510,000",25.5,"32,040,000",24.4,0,1
945,994,Girona,Barcelona,2C,Clear,24/02/18,"653,130,000",25.4,"32,040,000",24.4,1,6
946,861,Girona,Levante,13C,Breezy,05/11/17,"53,420,000",24.3,"32,040,000",24.4,2,1
947,952,Girona,Malaga,13C,Cloudy,27/01/18,"79,580,000",24.8,"32,040,000",24.4,0,0
948,1057,Girona,Real Sociedad,10C,Rain,08/04/18,"148,590,000",25.2,"32,040,000",24.4,0,5
949,879,Girona,Real Betis,16C,Cloudy,25/11/17,"86,900,000",24.9,"32,040,000",24.4,2,2
950,1076,Girona,Deportivo Alaves,21C,Sunny,19/04/18,"58,370,000",24.1,"32,040,000",24.4,2,1
951,1122,Girona,Las Palmas,17C,Cloudy,19/05/18,"110,700,000",25.9,"32,040,000",24.4,2,1
952,918,Girona,Eibar,6C,Cloudy,21/12/17,"64,580,000",25.9,"32,040,000",24.4,1,4
953,905,Girona,Espanyol de Barcelona,15C,Showers,11/12/17,"76,910,000",26.4,"32,040,000",24.4,1,0
954,1093,Girona,Getafe,6C,Breezy,29/04/18,"23,880,000",25.6,"32,040,000",24.4,1,1
955,1039,Girona,Real Madrid,8C,Cloudy,18/03/18,"644,580,000",23.5,"32,040,000",24.4,3,6
956,1010,Girona,Villarreal,10C,Clear,03/03/18,"177,030,000",24.4,"32,040,000",24.4,2,0
957,941,Girona,Atletico Madrid,2C,Cloudy,20/01/18,"526,500,000",24.4,"32,040,000",24.4,1,1
