Year,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,RoundID,MatchID,Home Team Initials,Away Team Initials
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica,50000,97410100,97410018,ECU,CRC
2006,Franken-Stadion,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago",41000,97410100,97410019,ENG,TRI
2006,Olympiastadion,Berlin ,Sweden,1,0,Paraguay,72000,97410100,97410020,SWE,PAR
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro",52000,97410100,97410021,ARG,SCG
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,C얻_te d'Ivoire,52000,97410100,97410022,NED,CIV
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola,43000,97410100,97410023,MEX,ANG
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,IR Iran,48000,97410100,97410024,POR,IRN
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana,45000,97410100,97410026,CZE,GHA
2006,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA,46000,97410100,97410025,ITA,USA
2006,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia,41000,97410100,97410028,JPN,CRO
2006,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia,66000,97410100,97410027,BRA,AUS
2006,Zentralstadion,Leipzig ,France,1,1,Korea Republic,43000,97410100,97410029,FRA,KOR
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland,65000,97410100,97410030,TOG,SUI
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0,4,Ukraine,50000,97410100,97410032,KSA,UKR
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3,1,Tunisia,52000,97410100,97410031,ESP,TUN
2006,Olympiastadion,Berlin ,Ecuador,0,3,Germany,72000,97410100,97410033,ECU,GER
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1,2,Poland,43000,97410100,97410034,CRC,POL
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2,2,England,45000,97410100,97410035,SWE,ENG
2006,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2,0,"rn"">Trinidad and Tobago",46000,97410100,97410036,PAR,TRI
2006,Zentralstadion,Leipzig ,Iran,1,1,Angola,38000,97410100,97410040,IRN,ANG
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2,1,Mexico,52000,97410100,97410039,POR,MEX
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0,0,Argentina,48000,97410100,97410037,NED,ARG
2006,"FIFA World Cup Stadium, Munich",Munich ,C얻_te d'Ivoire,3,2,"rn"">Serbia and Montenegro",66000,97410100,97410038,CIV,SCG
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0,2,Italy,50000,97410100,97410041,CZE,ITA
2006,Franken-Stadion,Nuremberg ,Ghana,2,1,USA,41000,97410100,97410042,GHA,USA
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1,4,Brazil,65000,97410100,97410043,JPN,BRA
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2,2,Australia,52000,97410100,97410044,CRO,AUS
2006,Olympiastadion,Berlin ,Ukraine,1,0,Tunisia,72000,97410100,97410048,UKR,TUN
2006,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0,1,Spain,46000,97410100,97410047,KSA,ESP
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0,2,France,45000,97410100,97410045,TOG,FRA
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2,0,Korea Republic,43000,97410100,97410046,SUI,KOR
2006,"FIFA World Cup Stadium, Munich",Munich ,Germany,2,0,Sweden,66000,97410200,97410049,GER,SWE
2006,Zentralstadion,Leipzig ,Argentina,2,1,Mexico,43000,97410200,97410050,ARG,MEX
2006,Gottlieb-Daimler-Stadion,Stuttgart ,England,1,0,Ecuador,52000,97410200,97410051,ENG,ECU
2006,Franken-Stadion,Nuremberg ,Portugal,1,0,Netherlands,41000,97410200,97410052,POR,NED
2006,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,0,Australia,46000,97410200,97410053,ITA,AUS
2006,"FIFA World Cup Stadium, Cologne",Cologne ,Switzerland,0,0,Ukraine,45000,97410200,97410054,SUI,UKR
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Brazil,3,0,Ghana,65000,97410200,97410055,BRA,GHA
2006,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1,3,France,43000,97410200,97410056,ESP,FRA
2006,Olympiastadion,Berlin ,Germany,1,1,Argentina,72000,97410300,97410057,GER,ARG
2006,"FIFA World Cup Stadium, Hamburg",Hamburg ,Italy,3,0,Ukraine,50000,97410300,97410058,ITA,UKR
2006,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,England,0,0,Portugal,52000,97410300,97410059,ENG,POR
2006,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Brazil,0,1,France,48000,97410300,97410060,BRA,FRA
2006,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,0,2,Italy,65000,97410400,97410061,GER,ITA
2006,"FIFA World Cup Stadium, Munich",Munich ,Portugal,0,1,France,66000,97410400,97410062,POR,FRA
2006,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,3,1,Portugal,52000,97410500,97410063,GER,POR
2006,Olympiastadion,Berlin ,Italy,1,1,France,69000,97410600,97410064,ITA,FRA
2010,Soccer City Stadium,Johannesburg ,South Africa,1,1,Mexico,84490,249722,300061454,RSA,MEX
2010,Cape Town Stadium,Cape Town ,Uruguay,0,0,France,64100,249722,300061453,URU,FRA
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Korea Republic,2,0,Greece,31513,249722,300061459,KOR,GRE
2010,Ellis Park Stadium,Johannesburg ,Argentina,1,0,Nigeria,55686,249722,300061460,ARG,NGA
2010,Royal Bafokeng Sports Palace,Phokeng ,England,1,1,USA,38646,249722,300061466,ENG,USA
2010,Peter Mokaba Stadium,Polokwane ,Algeria,0,1,Slovenia,30325,249722,300061465,ALG,SVN
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,Serbia,0,1,Ghana,38833,249722,300061471,SRB,GHA
2010,Durban Stadium,Durban ,Germany,4,0,Australia,62660,249722,300111116,GER,AUS
2010,Soccer City Stadium,Johannesburg ,Netherlands,2,0,Denmark,83465,249722,300061478,NED,DEN
2010,Free State Stadium,Mangaung/Bloemfontein ,Japan,1,0,Cameroon,30620,249722,300061477,JPN,CMR
2010,Cape Town Stadium,Cape Town ,Italy,1,1,Paraguay,62869,249722,300061484,ITA,PAR
2010,Royal Bafokeng Sports Palace,Phokeng ,New Zealand,1,1,Slovakia,23871,249722,300061483,NZL,SVK
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,C얻_te d'Ivoire,0,0,Portugal,37034,249722,300061489,CIV,POR
2010,Ellis Park Stadium,Johannesburg ,Brazil,2,1,Korea DPR,54331,249722,300061490,BRA,PRK
2010,Mbombela Stadium,Nelspruit ,Honduras,0,1,Chile,32664,249722,300061495,HON,CHI
2010,Durban Stadium,Durban ,Spain,0,1,Switzerland,62453,249722,300111112,ESP,SUI
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,0,3,Uruguay,42658,249722,300061452,RSA,URU
2010,Soccer City Stadium,Johannesburg ,Argentina,4,1,Korea Republic,82174,249722,300061458,ARG,KOR
2010,Free State Stadium,Mangaung/Bloemfontein ,Greece,2,1,Nigeria,31593,249722,300061457,GRE,NGA
2010,Peter Mokaba Stadium,Polokwane ,France,0,2,Mexico,35370,249722,300061451,FRA,MEX
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Germany,0,1,Serbia,38294,249722,300061470,GER,SRB
2010,Ellis Park Stadium,Johannesburg ,Slovenia,2,2,USA,45573,249722,300061463,SVN,USA
2010,Cape Town Stadium,Cape Town ,England,0,0,Algeria,64100,249722,300061464,ENG,ALG
2010,Durban Stadium,Durban ,Netherlands,1,0,Japan,62010,249722,300111117,NED,JPN
2010,Royal Bafokeng Sports Palace,Phokeng ,Ghana,1,1,Australia,34812,249722,300061469,GHA,AUS
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,Cameroon,1,2,Denmark,38074,249722,300061475,CMR,DEN
2010,Free State Stadium,Mangaung/Bloemfontein ,Slovakia,0,2,Paraguay,26643,249722,300061481,SVK,PAR
2010,Mbombela Stadium,Nelspruit ,Italy,1,1,New Zealand,38229,249722,300061482,ITA,NZL
2010,Soccer City Stadium,Johannesburg ,Brazil,3,1,C얻_te d'Ivoire,84455,249722,300061488,BRA,CIV
2010,Cape Town Stadium,Cape Town ,Portugal,7,0,Korea DPR,63644,249722,300061487,POR,PRK
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Chile,1,0,Switzerland,34872,249722,300061493,CHI,SUI
2010,Ellis Park Stadium,Johannesburg ,Spain,2,0,Honduras,54386,249722,300061494,ESP,HON
2010,Royal Bafokeng Sports Palace,Phokeng ,Mexico,0,1,Uruguay,33425,249722,300061450,MEX,URU
2010,Free State Stadium,Mangaung/Bloemfontein ,France,1,2,South Africa,39415,249722,300061449,FRA,RSA
2010,Durban Stadium,Durban ,Nigeria,2,2,Korea Republic,61874,249722,300111115,NGA,KOR
2010,Peter Mokaba Stadium,Polokwane ,Greece,0,2,Argentina,38891,249722,300061455,GRE,ARG
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Slovenia,0,1,England,36893,249722,300061462,SVN,ENG
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,USA,1,0,Algeria,35827,249722,300061461,USA,ALG
2010,Soccer City Stadium,Johannesburg ,Ghana,0,1,Germany,83391,249722,300061468,GHA,GER
2010,Mbombela Stadium,Nelspruit ,Australia,2,1,Serbia,37836,249722,300061467,AUS,SRB
2010,Ellis Park Stadium,Johannesburg ,Slovakia,3,2,Italy,53412,249722,300061480,SVK,ITA
2010,Peter Mokaba Stadium,Polokwane ,Paraguay,0,0,New Zealand,34850,249722,300061479,PAR,NZL
2010,Royal Bafokeng Sports Palace,Phokeng ,Denmark,1,3,Japan,27967,249722,300061474,DEN,JPN
2010,Cape Town Stadium,Cape Town ,Cameroon,1,2,Netherlands,63093,249722,300061473,CMR,NED
2010,Durban Stadium,Durban ,Portugal,0,0,Brazil,62712,249722,300111111,POR,BRA
2010,Mbombela Stadium,Nelspruit ,Korea DPR,0,3,C얻_te d'Ivoire,34763,249722,300061486,PRK,CIV
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,Chile,1,2,Spain,41958,249722,300061491,CHI,ESP
2010,Free State Stadium,Mangaung/Bloemfontein ,Switzerland,0,0,Honduras,28042,249722,300061492,SUI,HON
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,1,Korea Republic,30597,249717,300061504,URU,KOR
2010,Royal Bafokeng Sports Palace,Phokeng ,USA,1,2,Ghana,34976,249717,300061503,USA,GHA
2010,Free State Stadium,Mangaung/Bloemfontein ,Germany,4,1,England,40510,249717,300061501,GER,ENG
2010,Soccer City Stadium,Johannesburg ,Argentina,3,1,Mexico,84377,249717,300061502,ARG,MEX
2010,Durban Stadium,Durban ,Netherlands,2,1,Slovakia,61962,249717,300111113,NED,SVK
2010,Ellis Park Stadium,Johannesburg ,Brazil,3,0,Chile,54096,249717,300061500,BRA,CHI
2010,Loftus Versfeld Stadium,Tshwane/Pretoria ,Paraguay,0,0,Japan,36742,249717,300061497,PAR,JPN
2010,Cape Town Stadium,Cape Town ,Spain,1,0,Portugal,62955,249717,300061498,ESP,POR
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Netherlands,2,1,Brazil,40186,249718,300061507,NED,BRA
2010,Soccer City Stadium,Johannesburg ,Uruguay,1,1,Ghana,84017,249718,300061508,URU,GHA
2010,Cape Town Stadium,Cape Town ,Argentina,0,4,Germany,64100,249718,300061505,ARG,GER
2010,Ellis Park Stadium,Johannesburg ,Paraguay,0,1,Spain,55359,249718,300061506,PAR,ESP
2010,Cape Town Stadium,Cape Town ,Uruguay,2,3,Netherlands,62479,249719,300061512,URU,NED
2010,Durban Stadium,Durban ,Germany,0,1,Spain,60960,249719,300111114,GER,ESP
2010,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,Uruguay,2,3,Germany,36254,249720,300061510,URU,GER
2010,Soccer City Stadium,Johannesburg ,Netherlands,0,1,Spain,84490,249721,300061509,NED,ESP
2014,Arena de Sao Paulo,Sao Paulo ,Brazil,3,1,Croatia,62103,255931,300186456,BRA,CRO
2014,Estadio das Dunas,Natal ,Mexico,1,0,Cameroon,39216,255931,300186492,MEX,CMR
2014,Arena Fonte Nova,Salvador ,Spain,1,5,Netherlands,48173,255931,300186510,ESP,NED
2014,Arena Pantanal,Cuiaba ,Chile,3,1,Australia,40275,255931,300186473,CHI,AUS
2014,Estadio Mineirao,Belo Horizonte ,Colombia,3,0,Greece,57174,255931,300186471,COL,GRE
2014,Estadio Castelao,Fortaleza ,Uruguay,1,3,Costa Rica,58679,255931,300186489,URU,CRC
2014,Arena Amazonia,Manaus ,England,1,2,Italy,39800,255931,300186513,ENG,ITA
2014,Arena Pernambuco,Recife ,C얻_te d'Ivoire,2,1,Japan,40267,255931,300186507,CIV,JPN
2014,Estadio Nacional,Brasilia ,Switzerland,2,1,Ecuador,68351,255931,300186494,SUI,ECU
2014,Estadio Beira-Rio,Porto Alegre ,France,3,0,Honduras,43012,255931,300186496,FRA,HON
2014,Estadio do Maracana,Rio De Janeiro ,Argentina,2,1,"rn"">Bosnia and Herzegovina",74738,255931,300186477,ARG,BIH
2014,Arena Fonte Nova,Salvador ,Germany,4,0,Portugal,51081,255931,300186475,GER,POR
2014,Arena da Baixada,Curitiba ,IR Iran,0,0,Nigeria,39081,255931,300186505,IRN,NGA
2014,Estadio das Dunas,Natal ,Ghana,1,2,USA,39760,255931,300186512,GHA,USA
2014,Estadio Mineirao,Belo Horizonte ,Belgium,2,1,Algeria,56800,255931,300186479,BEL,ALG
2014,Estadio Castelao,Fortaleza ,Brazil,0,0,Mexico,60342,255931,300186509,BRA,MEX
2014,Arena Pantanal,Cuiaba ,Russia,1,1,Korea Republic,37603,255931,300186499,RUS,KOR
2014,Estadio Beira-Rio,Porto Alegre ,Australia,2,3,Netherlands,42877,255931,300186478,AUS,NED
2014,Estadio do Maracana,Rio De Janeiro ,Spain,0,2,Chile,74101,255931,300186498,ESP,CHI
2014,Arena Amazonia,Manaus ,Cameroon,0,4,Croatia,39982,255931,300186453,CMR,CRO
2014,Estadio Nacional,Brasilia ,Colombia,2,1,C얻_te d'Ivoire,68748,255931,300186468,COL,CIV
2014,Arena de Sao Paulo,Sao Paulo ,Uruguay,2,1,England,62575,255931,300186486,URU,ENG
2014,Estadio das Dunas,Natal ,Japan,0,0,Greece,39485,255931,300186454,JPN,GRE
2014,Arena Pernambuco,Recife ,Italy,0,1,Costa Rica,40285,255931,300186500,ITA,CRC
2014,Arena Fonte Nova,Salvador ,Switzerland,2,5,France,51003,255931,300186514,SUI,FRA
2014,Arena da Baixada,Curitiba ,Honduras,1,2,Ecuador,39224,255931,300186463,HON,ECU
2014,Estadio Mineirao,Belo Horizonte ,Argentina,1,0,IR Iran,57698,255931,300186466,ARG,IRN
2014,Estadio Castelao,Fortaleza ,Germany,2,2,Ghana,59621,255931,300186493,GER,GHA
2014,Arena Pantanal,Cuiaba ,Nigeria,1,0,"rn"">Bosnia and Herzegovina",40499,255931,300186511,NGA,BIH
2014,Estadio do Maracana,Rio De Janeiro ,Belgium,1,0,Russia,73819,255931,300186481,BEL,RUS
2014,Estadio Beira-Rio,Porto Alegre ,Korea Republic,2,4,Algeria,42732,255931,300186495,KOR,ALG
2014,Arena Amazonia,Manaus ,USA,2,2,Portugal,40123,255931,300186483,USA,POR
2014,Arena da Baixada,Curitiba ,Australia,0,3,Spain,39375,255931,300186467,AUS,ESP
2014,Arena de Sao Paulo,Sao Paulo ,Netherlands,2,0,Chile,62996,255931,300186470,NED,CHI
2014,Estadio Nacional,Brasilia ,Cameroon,1,4,Brazil,69112,255931,300186472,CMR,BRA
2014,Arena Pernambuco,Recife ,Croatia,1,3,Mexico,41212,255931,300186452,CRO,MEX
2014,Estadio das Dunas,Natal ,Italy,0,1,Uruguay,39706,255931,300186465,ITA,URU
2014,Estadio Mineirao,Belo Horizonte ,Costa Rica,0,0,England,57823,255931,300186484,CRC,ENG
2014,Arena Pantanal,Cuiaba ,Japan,1,4,Colombia,40340,255931,300186457,JPN,COL
2014,Estadio Castelao,Fortaleza ,Greece,2,1,C얻_te d'Ivoire,59095,255931,300186455,GRE,CIV
2014,Estadio Beira-Rio,Porto Alegre ,Nigeria,2,3,Argentina,43285,255931,300186458,NGA,ARG
2014,Arena Fonte Nova,Salvador ,"rn"">Bosnia and Herzegovina",3,1,IR Iran,48011,255931,300186464,BIH,IRN
2014,Arena Amazonia,Manaus ,Honduras,0,3,Switzerland,40322,255931,300186482,HON,SUI
2014,Estadio do Maracana,Rio De Janeiro ,Ecuador,0,0,France,73749,255931,300186515,ECU,FRA
2014,Arena Pernambuco,Recife ,USA,0,1,Germany,41876,255931,300186469,USA,GER
2014,Estadio Nacional,Brasilia ,Portugal,2,1,Ghana,67540,255931,300186476,POR,GHA
2014,Arena de Sao Paulo,Sao Paulo ,Korea Republic,0,1,Belgium,61397,255931,300186480,KOR,BEL
2014,Arena da Baixada,Curitiba ,Algeria,1,1,Russia,39311,255931,300186506,ALG,RUS
2014,Estadio Mineirao,Belo Horizonte ,Brazil,1,1,Chile,57714,255951,300186487,BRA,CHI
2014,Estadio do Maracana,Rio De Janeiro ,Colombia,2,0,Uruguay,73804,255951,300186491,COL,URU
2014,Estadio Nacional,Brasilia ,France,2,0,Nigeria,67882,255951,300186462,FRA,NGA
2014,Estadio Beira-Rio,Porto Alegre ,Germany,2,1,Algeria,,255951,300186460,GER,ALG
2014,Estadio Castelao,Fortaleza ,Brazil,2,1,Colombia,60342,255953,300186461,BRA,COL
2014,Estadio do Maracana,Rio De Janeiro ,France,0,1,Germany,74240,255953,300186485,FRA,GER
2014,Estadio Mineirao,Belo Horizonte ,Brazil,1,7,Germany,58141,255955,300186474,BRA,GER
2014,Estadio Nacional,Brasilia ,Brazil,0,3,Netherlands,68034,255957,300186502,BRA,NED
2014,Estadio do Maracana,Rio De Janeiro ,Germany,1,0,Argentina,74738,255959,300186501,GER,ARG
2014,Arena de Sao Paulo,Sao Paulo ,Netherlands,0,0,Argentina,63267,255955,300186490,NED,ARG
2014,Arena Fonte Nova,Salvador ,Netherlands,0,0,Costa Rica,51179,255953,300186488,NED,CRC
2014,Estadio Nacional,Brasilia ,Argentina,1,0,Belgium,68551,255953,300186504,ARG,BEL
2014,Estadio Castelao,Fortaleza ,Netherlands,2,1,Mexico,58817,255951,300186508,NED,MEX
2014,Arena Pernambuco,Recife ,Costa Rica,1,1,Greece,41242,255951,300186459,CRC,GRE
2014,Arena de Sao Paulo,Sao Paulo ,Argentina,1,0,Switzerland,63255,255951,300186503,ARG,SUI
2014,Arena Fonte Nova,Salvador ,Belgium,2,1,USA,51227,255951,300186497,BEL,USA
2014,Estadio Mineirao,Belo Horizonte ,Brazil,1,1,Chile,57714,255951,300186487,BRA,CHI
2014,Estadio do Maracana,Rio De Janeiro ,Colombia,2,0,Uruguay,73804,255951,300186491,COL,URU
2014,Estadio Castelao,Fortaleza ,Netherlands,2,1,Mexico,58817,255951,300186508,NED,MEX
2014,Arena Pernambuco,Recife ,Costa Rica,1,1,Greece,41242,255951,300186459,CRC,GRE
2014,Estadio Nacional,Brasilia ,France,2,0,Nigeria,67882,255951,300186462,FRA,NGA
2014,Estadio Beira-Rio,Porto Alegre ,Germany,2,1,Algeria,,255951,300186460,GER,ALG
2014,Arena de Sao Paulo,Sao Paulo ,Argentina,1,0,Switzerland,63255,255951,300186503,ARG,SUI
2014,Arena Fonte Nova,Salvador ,Belgium,2,1,USA,51227,255951,300186497,BEL,USA
2014,Estadio do Maracana,Rio De Janeiro ,France,0,1,Germany,74240,255953,300186485,FRA,GER
2014,Estadio Castelao,Fortaleza ,Brazil,2,1,Colombia,60342,255953,300186461,BRA,COL
2014,Estadio Nacional,Brasilia ,Argentina,1,0,Belgium,68551,255953,300186504,ARG,BEL
2014,Arena Fonte Nova,Salvador ,Netherlands,0,0,Costa Rica,51179,255953,300186488,NED,CRC
2014,Estadio Mineirao,Belo Horizonte ,Brazil,1,7,Germany,58141,255955,300186474,BRA,GER
2014,Arena de Sao Paulo,Sao Paulo ,Netherlands,0,0,Argentina,63267,255955,300186490,NED,ARG
2014,Estadio Nacional,Brasilia ,Brazil,0,3,Netherlands,68034,255957,300186502,BRA,NED
2014,Estadio do Maracana,Rio De Janeiro ,Germany,1,0,Argentina,74738,255959,300186501,GER,ARG